case_id,phase,tier,workload,category,J,bank_id,method,N,U,scenario_seed,confirmation_seeds,candidate_bank_seed,starts,iterations,search_budget,max_workers,weight_policy
c019,2,SCREENING,MIX4-ITII,CLEAN_J4_COMPOSITION,4,a4e84c580719028738eee4bbd9a51213bb61bf20376f8918aca380cae51db846,v3_fixed_probing,1000,0.6,3544121876,"[2721837221, 318939202]",300019,128,500,16,4,fixed
c019,2,SCREENING,MIX4-ITII,CLEAN_J4_COMPOSITION,4,a4e84c580719028738eee4bbd9a51213bb61bf20376f8918aca380cae51db846,simulator_only_adaptive,1000,0.6,3544121876,"[2721837221, 318939202]",300019,0,0,16,4,fixed
c019,2,SCREENING,MIX4-ITII,CLEAN_J4_COMPOSITION,4,a4e84c580719028738eee4bbd9a51213bb61bf20376f8918aca380cae51db846,argos_fixed_budget,1000,0.6,3544121876,"[2721837221, 318939202]",300019,128,500,16,4,fixed
c019,2,SCREENING,MIX4-ITII,CLEAN_J4_COMPOSITION,4,a4e84c580719028738eee4bbd9a51213bb61bf20376f8918aca380cae51db846,argos_early_stop,1000,0.6,3544121876,"[2721837221, 318939202]",300019,128,500,16,4,fixed
c020,2,SCREENING,MIX4-IITT,CLEAN_J4_COMPOSITION,4,39806ea2cf0ff6ce1628dccd7055ad4390515d5639efdcaf6ae97dd3eeff32d3,v3_only,1000,0.6,4133819883,"[2433585585, 611229826]",300020,128,500,1,4,fixed
c020,2,SCREENING,MIX4-IITT,CLEAN_J4_COMPOSITION,4,39806ea2cf0ff6ce1628dccd7055ad4390515d5639efdcaf6ae97dd3eeff32d3,v3_fixed_probing,1000,0.6,4133819883,"[2433585585, 611229826]",300020,128,500,16,4,fixed
c020,2,SCREENING,MIX4-IITT,CLEAN_J4_COMPOSITION,4,39806ea2cf0ff6ce1628dccd7055ad4390515d5639efdcaf6ae97dd3eeff32d3,simulator_only_adaptive,1000,0.6,4133819883,"[2433585585, 611229826]",300020,0,0,16,4,fixed
c020,2,SCREENING,MIX4-IITT,CLEAN_J4_COMPOSITION,4,39806ea2cf0ff6ce1628dccd7055ad4390515d5639efdcaf6ae97dd3eeff32d3,argos_fixed_budget,1000,0.6,4133819883,"[2433585585, 611229826]",300020,128,500,16,4,fixed
c020,2,SCREENING,MIX4-IITT,CLEAN_J4_COMPOSITION,4,39806ea2cf0ff6ce1628dccd7055ad4390515d5639efdcaf6ae97dd3eeff32d3,argos_early_stop,1000,0.6,4133819883,"[2433585585, 611229826]",300020,128,500,16,4,fixed
c021,2,SCREENING,MIX4-IITI,CLEAN_J4_COMPOSITION,4,49e1f58a06c24cba99e7b58a6c656be94d11139d8617d9d1ac269a1e2d82575e,v3_only,1000,0.6,782174427,"[1907036603, 2682003078]",300021,128,500,1,4,fixed
c021,2,SCREENING,MIX4-IITI,CLEAN_J4_COMPOSITION,4,49e1f58a06c24cba99e7b58a6c656be94d11139d8617d9d1ac269a1e2d82575e,v3_fixed_probing,1000,0.6,782174427,"[1907036603, 2682003078]",300021,128,500,16,4,fixed
c021,2,SCREENING,MIX4-IITI,CLEAN_J4_COMPOSITION,4,49e1f58a06c24cba99e7b58a6c656be94d11139d8617d9d1ac269a1e2d82575e,simulator_only_adaptive,1000,0.6,782174427,"[1907036603, 2682003078]",300021,0,0,16,4,fixed
c021,2,SCREENING,MIX4-IITI,CLEAN_J4_COMPOSITION,4,49e1f58a06c24cba99e7b58a6c656be94d11139d8617d9d1ac269a1e2d82575e,argos_fixed_budget,1000,0.6,782174427,"[1907036603, 2682003078]",300021,128,500,16,4,fixed
c021,2,SCREENING,MIX4-IITI,CLEAN_J4_COMPOSITION,4,49e1f58a06c24cba99e7b58a6c656be94d11139d8617d9d1ac269a1e2d82575e,argos_early_stop,1000,0.6,782174427,"[1907036603, 2682003078]",300021,128,500,16,4,fixed
c022,2,SCREENING,MIX4-IIIT,CLEAN_J4_COMPOSITION,4,df672ed1c7be2541cdab1df744f16ee80166be52476230a56bf795d639612c0a,v3_only,1000,0.6,3640555740,"[2832966968, 956721194]",300022,128,500,1,4,fixed
c022,2,SCREENING,MIX4-IIIT,CLEAN_J4_COMPOSITION,4,df672ed1c7be2541cdab1df744f16ee80166be52476230a56bf795d639612c0a,v3_fixed_probing,1000,0.6,3640555740,"[2832966968, 956721194]",300022,128,500,16,4,fixed
c022,2,SCREENING,MIX4-IIIT,CLEAN_J4_COMPOSITION,4,df672ed1c7be2541cdab1df744f16ee80166be52476230a56bf795d639612c0a,simulator_only_adaptive,1000,0.6,3640555740,"[2832966968, 956721194]",300022,0,0,16,4,fixed
c022,2,SCREENING,MIX4-IIIT,CLEAN_J4_COMPOSITION,4,df672ed1c7be2541cdab1df744f16ee80166be52476230a56bf795d639612c0a,argos_fixed_budget,1000,0.6,3640555740,"[2832966968, 956721194]",300022,128,500,16,4,fixed
c022,2,SCREENING,MIX4-IIIT,CLEAN_J4_COMPOSITION,4,df672ed1c7be2541cdab1df744f16ee80166be52476230a56bf795d639612c0a,argos_early_stop,1000,0.6,3640555740,"[2832966968, 956721194]",300022,128,500,16,4,fixed
c023,2,SERIOUS_DEVELOPMENT,MIX4-TTII,CLEAN_J4_COMPOSITION,4,06d7afaf10b7aa06be8075043e0d8926bc6c2fbb8d98d306e1959235f8ae4a39,v3_only,1000,0.6,828992599,"[3502355840, 1047967522]",300023,512,1500,1,4,fixed
c023,2,SERIOUS_DEVELOPMENT,MIX4-TTII,CLEAN_J4_COMPOSITION,4,06d7afaf10b7aa06be8075043e0d8926bc6c2fbb8d98d306e1959235f8ae4a39,v3_fixed_probing,1000,0.6,828992599,"[3502355840, 1047967522]",300023,512,1500,32,4,fixed
c023,2,SERIOUS_DEVELOPMENT,MIX4-TTII,CLEAN_J4_COMPOSITION,4,06d7afaf10b7aa06be8075043e0d8926bc6c2fbb8d98d306e1959235f8ae4a39,simulator_only_adaptive,1000,0.6,828992599,"[3502355840, 1047967522]",300023,0,0,32,4,fixed
c023,2,SERIOUS_DEVELOPMENT,MIX4-TTII,CLEAN_J4_COMPOSITION,4,06d7afaf10b7aa06be8075043e0d8926bc6c2fbb8d98d306e1959235f8ae4a39,argos_fixed_budget,1000,0.6,828992599,"[3502355840, 1047967522]",300023,512,1500,32,4,fixed
c023,2,SERIOUS_DEVELOPMENT,MIX4-TTII,CLEAN_J4_COMPOSITION,4,06d7afaf10b7aa06be8075043e0d8926bc6c2fbb8d98d306e1959235f8ae4a39,argos_early_stop,1000,0.6,828992599,"[3502355840, 1047967522]",300023,512,1500,32,4,fixed
c024,2,SERIOUS_DEVELOPMENT,MIX4-IITT,CLEAN_J4_COMPOSITION,4,e80545d679454cec72a6027d1ad34acddc871eb0a1a1822643255f7e5ae7293b,v3_only,1000,0.6,876825085,"[209569764, 1783313216]",300024,512,1500,1,4,fixed
c024,2,SERIOUS_DEVELOPMENT,MIX4-IITT,CLEAN_J4_COMPOSITION,4,e80545d679454cec72a6027d1ad34acddc871eb0a1a1822643255f7e5ae7293b,v3_fixed_probing,1000,0.6,876825085,"[209569764, 1783313216]",300024,512,1500,32,4,fixed
c024,2,SERIOUS_DEVELOPMENT,MIX4-IITT,CLEAN_J4_COMPOSITION,4,e80545d679454cec72a6027d1ad34acddc871eb0a1a1822643255f7e5ae7293b,simulator_only_adaptive,1000,0.6,876825085,"[209569764, 1783313216]",300024,0,0,32,4,fixed
c024,2,SERIOUS_DEVELOPMENT,MIX4-IITT,CLEAN_J4_COMPOSITION,4,e80545d679454cec72a6027d1ad34acddc871eb0a1a1822643255f7e5ae7293b,argos_fixed_budget,1000,0.6,876825085,"[209569764, 1783313216]",300024,512,1500,32,4,fixed
c024,2,SERIOUS_DEVELOPMENT,MIX4-IITT,CLEAN_J4_COMPOSITION,4,e80545d679454cec72a6027d1ad34acddc871eb0a1a1822643255f7e5ae7293b,argos_early_stop,1000,0.6,876825085,"[209569764, 1783313216]",300024,512,1500,32,4,fixed
c025,2,SERIOUS_DEVELOPMENT,MIX4-ITTT,CLEAN_J4_COMPOSITION,4,fdbfff3d07c622ce00c24300e49595b05fd8decaf3d5c2b66dbe11133b78b471,v3_only,1000,0.6,632011217,"[1613741463, 802816372]",300025,512,1500,1,4,fixed
c025,2,SERIOUS_DEVELOPMENT,MIX4-ITTT,CLEAN_J4_COMPOSITION,4,fdbfff3d07c622ce00c24300e49595b05fd8decaf3d5c2b66dbe11133b78b471,v3_fixed_probing,1000,0.6,632011217,"[1613741463, 802816372]",300025,512,1500,32,4,fixed
c025,2,SERIOUS_DEVELOPMENT,MIX4-ITTT,CLEAN_J4_COMPOSITION,4,fdbfff3d07c622ce00c24300e49595b05fd8decaf3d5c2b66dbe11133b78b471,simulator_only_adaptive,1000,0.6,632011217,"[1613741463, 802816372]",300025,0,0,32,4,fixed
c025,2,SERIOUS_DEVELOPMENT,MIX4-ITTT,CLEAN_J4_COMPOSITION,4,fdbfff3d07c622ce00c24300e49595b05fd8decaf3d5c2b66dbe11133b78b471,argos_fixed_budget,1000,0.6,632011217,"[1613741463, 802816372]",300025,512,1500,32,4,fixed
c025,2,SERIOUS_DEVELOPMENT,MIX4-ITTT,CLEAN_J4_COMPOSITION,4,fdbfff3d07c622ce00c24300e49595b05fd8decaf3d5c2b66dbe11133b78b471,argos_early_stop,1000,0.6,632011217,"[1613741463, 802816372]",300025,512,1500,32,4,fixed
c026,2,SERIOUS_DEVELOPMENT,MIX4-TTTI,CLEAN_J4_COMPOSITION,4,e23b55b287c65e0590129e066c8db94af3f3f48f1074a3b1467441373a0d7cad,v3_only,1000,0.6,2148775524,"[4182217137, 3412170685]",300026,512,1500,1,4,fixed
c026,2,SERIOUS_DEVELOPMENT,MIX4-TTTI,CLEAN_J4_COMPOSITION,4,e23b55b287c65e0590129e066c8db94af3f3f48f1074a3b1467441373a0d7cad,v3_fixed_probing,1000,0.6,2148775524,"[4182217137, 3412170685]",300026,512,1500,32,4,fixed
c026,2,SERIOUS_DEVELOPMENT,MIX4-TTTI,CLEAN_J4_COMPOSITION,4,e23b55b287c65e0590129e066c8db94af3f3f48f1074a3b1467441373a0d7cad,simulator_only_adaptive,1000,0.6,2148775524,"[4182217137, 3412170685]",300026,0,0,32,4,fixed
c026,2,SERIOUS_DEVELOPMENT,MIX4-TTTI,CLEAN_J4_COMPOSITION,4,e23b55b287c65e0590129e066c8db94af3f3f48f1074a3b1467441373a0d7cad,argos_fixed_budget,1000,0.6,2148775524,"[4182217137, 3412170685]",300026,512,1500,32,4,fixed
c026,2,SERIOUS_DEVELOPMENT,MIX4-TTTI,CLEAN_J4_COMPOSITION,4,e23b55b287c65e0590129e066c8db94af3f3f48f1074a3b1467441373a0d7cad,argos_early_stop,1000,0.6,2148775524,"[4182217137, 3412170685]",300026,512,1500,32,4,fixed
c027,2,SERIOUS_DEVELOPMENT,MIX4-TIII,CLEAN_J4_COMPOSITION,4,92218fa5f7e2978d7de1cafb26a5b4fc8ea50bb3ef27c7a37fbef7f3cc57c748,v3_only,1000,0.6,501971040,"[2654827094, 470119245]",300027,512,1500,1,4,fixed
c027,2,SERIOUS_DEVELOPMENT,MIX4-TIII,CLEAN_J4_COMPOSITION,4,92218fa5f7e2978d7de1cafb26a5b4fc8ea50bb3ef27c7a37fbef7f3cc57c748,v3_fixed_probing,1000,0.6,501971040,"[2654827094, 470119245]",300027,512,1500,32,4,fixed
c027,2,SERIOUS_DEVELOPMENT,MIX4-TIII,CLEAN_J4_COMPOSITION,4,92218fa5f7e2978d7de1cafb26a5b4fc8ea50bb3ef27c7a37fbef7f3cc57c748,simulator_only_adaptive,1000,0.6,501971040,"[2654827094, 470119245]",300027,0,0,32,4,fixed
c027,2,SERIOUS_DEVELOPMENT,MIX4-TIII,CLEAN_J4_COMPOSITION,4,92218fa5f7e2978d7de1cafb26a5b4fc8ea50bb3ef27c7a37fbef7f3cc57c748,argos_fixed_budget,1000,0.6,501971040,"[2654827094, 470119245]",300027,512,1500,32,4,fixed
c027,2,SERIOUS_DEVELOPMENT,MIX4-TIII,CLEAN_J4_COMPOSITION,4,92218fa5f7e2978d7de1cafb26a5b4fc8ea50bb3ef27c7a37fbef7f3cc57c748,argos_early_stop,1000,0.6,501971040,"[2654827094, 470119245]",300027,512,1500,32,4,fixed
c028,2,SERIOUS_DEVELOPMENT,MIX4-IIIT,CLEAN_J4_COMPOSITION,4,dd4c3b75045d0c019dba348c563edc56e4ae4a67e336bf9ed635d9b91513a816,v3_only,1000,0.6,4155817787,"[3365121831, 705110846]",300028,512,1500,1,4,fixed
c028,2,SERIOUS_DEVELOPMENT,MIX4-IIIT,CLEAN_J4_COMPOSITION,4,dd4c3b75045d0c019dba348c563edc56e4ae4a67e336bf9ed635d9b91513a816,v3_fixed_probing,1000,0.6,4155817787,"[3365121831, 705110846]",300028,512,1500,32,4,fixed
c028,2,SERIOUS_DEVELOPMENT,MIX4-IIIT,CLEAN_J4_COMPOSITION,4,dd4c3b75045d0c019dba348c563edc56e4ae4a67e336bf9ed635d9b91513a816,simulator_only_adaptive,1000,0.6,4155817787,"[3365121831, 705110846]",300028,0,0,32,4,fixed
c028,2,SERIOUS_DEVELOPMENT,MIX4-IIIT,CLEAN_J4_COMPOSITION,4,dd4c3b75045d0c019dba348c563edc56e4ae4a67e336bf9ed635d9b91513a816,argos_fixed_budget,1000,0.6,4155817787,"[3365121831, 705110846]",300028,512,1500,32,4,fixed
c028,2,SERIOUS_DEVELOPMENT,MIX4-IIIT,CLEAN_J4_COMPOSITION,4,dd4c3b75045d0c019dba348c563edc56e4ae4a67e336bf9ed635d9b91513a816,argos_early_stop,1000,0.6,4155817787,"[3365121831, 705110846]",300028,512,1500,32,4,fixed
c029,3,SERIOUS_DEVELOPMENT,V4-H4-RG,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,4,2fc7bf609b513b14ff2c117d9aec7a077b2bab824910d34d45985a5725d8dab7,v3_only,1000,0.6,2369569373,"[2615429312, 754216502]",300029,512,1500,1,4,fixed
c029,3,SERIOUS_DEVELOPMENT,V4-H4-RG,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,4,2fc7bf609b513b14ff2c117d9aec7a077b2bab824910d34d45985a5725d8dab7,v3_fixed_probing,1000,0.6,2369569373,"[2615429312, 754216502]",300029,512,1500,32,4,fixed
c029,3,SERIOUS_DEVELOPMENT,V4-H4-RG,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,4,2fc7bf609b513b14ff2c117d9aec7a077b2bab824910d34d45985a5725d8dab7,simulator_only_adaptive,1000,0.6,2369569373,"[2615429312, 754216502]",300029,0,0,32,4,fixed
c029,3,SERIOUS_DEVELOPMENT,V4-H4-RG,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,4,2fc7bf609b513b14ff2c117d9aec7a077b2bab824910d34d45985a5725d8dab7,argos_fixed_budget,1000,0.6,2369569373,"[2615429312, 754216502]",300029,512,1500,32,4,fixed
c029,3,SERIOUS_DEVELOPMENT,V4-H4-RG,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,4,2fc7bf609b513b14ff2c117d9aec7a077b2bab824910d34d45985a5725d8dab7,argos_early_stop,1000,0.6,2369569373,"[2615429312, 754216502]",300029,512,1500,32,4,fixed
c030,3,SERIOUS_DEVELOPMENT,V4-H4-GL,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,4,aa7e741633da97bb1e567e028802749b16355504f8694ef2f912b616923bc6ad,v3_only,1000,0.6,3799379094,"[3789720046, 3033344706]",300030,512,1500,1,4,fixed
c030,3,SERIOUS_DEVELOPMENT,V4-H4-GL,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,4,aa7e741633da97bb1e567e028802749b16355504f8694ef2f912b616923bc6ad,v3_fixed_probing,1000,0.6,3799379094,"[3789720046, 3033344706]",300030,512,1500,32,4,fixed
c030,3,SERIOUS_DEVELOPMENT,V4-H4-GL,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,4,aa7e741633da97bb1e567e028802749b16355504f8694ef2f912b616923bc6ad,simulator_only_adaptive,1000,0.6,3799379094,"[3789720046, 3033344706]",300030,0,0,32,4,fixed
c030,3,SERIOUS_DEVELOPMENT,V4-H4-GL,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,4,aa7e741633da97bb1e567e028802749b16355504f8694ef2f912b616923bc6ad,argos_fixed_budget,1000,0.6,3799379094,"[3789720046, 3033344706]",300030,512,1500,32,4,fixed
c030,3,SERIOUS_DEVELOPMENT,V4-H4-GL,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,4,aa7e741633da97bb1e567e028802749b16355504f8694ef2f912b616923bc6ad,argos_early_stop,1000,0.6,3799379094,"[3789720046, 3033344706]",300030,512,1500,32,4,fixed
c031,3,SERIOUS_DEVELOPMENT,V4-H4-LB,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,4,a09cfaaad695d429f111fce65fd57b605455201b0cc6f781da1216c27a551101,v3_only,1000,0.6,4142292982,"[3451658857, 1147558023]",300031,512,1500,1,4,fixed
c031,3,SERIOUS_DEVELOPMENT,V4-H4-LB,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,4,a09cfaaad695d429f111fce65fd57b605455201b0cc6f781da1216c27a551101,v3_fixed_probing,1000,0.6,4142292982,"[3451658857, 1147558023]",300031,512,1500,32,4,fixed
c031,3,SERIOUS_DEVELOPMENT,V4-H4-LB,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,4,a09cfaaad695d429f111fce65fd57b605455201b0cc6f781da1216c27a551101,simulator_only_adaptive,1000,0.6,4142292982,"[3451658857, 1147558023]",300031,0,0,32,4,fixed
c031,3,SERIOUS_DEVELOPMENT,V4-H4-LB,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,4,a09cfaaad695d429f111fce65fd57b605455201b0cc6f781da1216c27a551101,argos_fixed_budget,1000,0.6,4142292982,"[3451658857, 1147558023]",300031,512,1500,32,4,fixed
c031,3,SERIOUS_DEVELOPMENT,V4-H4-LB,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,4,a09cfaaad695d429f111fce65fd57b605455201b0cc6f781da1216c27a551101,argos_early_stop,1000,0.6,4142292982,"[3451658857, 1147558023]",300031,512,1500,32,4,fixed
c032,3,SERIOUS_DEVELOPMENT,V4-H4-BR,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,4,6a61c5ec2c476cb04cd8aaf95901eba93b7fe4f3a59253c9af8bbe7577efaaf8,v3_only,1000,0.6,38340884,"[1883892285, 1023389345]",300032,512,1500,1,4,fixed
c032,3,SERIOUS_DEVELOPMENT,V4-H4-BR,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,4,6a61c5ec2c476cb04cd8aaf95901eba93b7fe4f3a59253c9af8bbe7577efaaf8,v3_fixed_probing,1000,0.6,38340884,"[1883892285, 1023389345]",300032,512,1500,32,4,fixed
c032,3,SERIOUS_DEVELOPMENT,V4-H4-BR,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,4,6a61c5ec2c476cb04cd8aaf95901eba93b7fe4f3a59253c9af8bbe7577efaaf8,simulator_only_adaptive,1000,0.6,38340884,"[1883892285, 1023389345]",300032,0,0,32,4,fixed
c032,3,SERIOUS_DEVELOPMENT,V4-H4-BR,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,4,6a61c5ec2c476cb04cd8aaf95901eba93b7fe4f3a59253c9af8bbe7577efaaf8,argos_fixed_budget,1000,0.6,38340884,"[1883892285, 1023389345]",300032,512,1500,32,4,fixed
c032,3,SERIOUS_DEVELOPMENT,V4-H4-BR,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,4,6a61c5ec2c476cb04cd8aaf95901eba93b7fe4f3a59253c9af8bbe7577efaaf8,argos_early_stop,1000,0.6,38340884,"[1883892285, 1023389345]",300032,512,1500,32,4,fixed
c033,3,SERIOUS_DEVELOPMENT,V4-J5-GPT2,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,5,c193693defbde9206470f66fa65aaaaff5c747d07a8034d26b360c1e6ef9704a,v3_only,1000,0.6,1273068838,"[70756101, 2341774069]",300033,512,1500,1,4,relative_to_equal
c033,3,SERIOUS_DEVELOPMENT,V4-J5-GPT2,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,5,c193693defbde9206470f66fa65aaaaff5c747d07a8034d26b360c1e6ef9704a,v3_fixed_probing,1000,0.6,1273068838,"[70756101, 2341774069]",300033,512,1500,32,4,relative_to_equal
c033,3,SERIOUS_DEVELOPMENT,V4-J5-GPT2,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,5,c193693defbde9206470f66fa65aaaaff5c747d07a8034d26b360c1e6ef9704a,simulator_only_adaptive,1000,0.6,1273068838,"[70756101, 2341774069]",300033,0,0,32,4,relative_to_equal
c033,3,SERIOUS_DEVELOPMENT,V4-J5-GPT2,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,5,c193693defbde9206470f66fa65aaaaff5c747d07a8034d26b360c1e6ef9704a,argos_fixed_budget,1000,0.6,1273068838,"[70756101, 2341774069]",300033,512,1500,32,4,relative_to_equal
c033,3,SERIOUS_DEVELOPMENT,V4-J5-GPT2,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,5,c193693defbde9206470f66fa65aaaaff5c747d07a8034d26b360c1e6ef9704a,argos_early_stop,1000,0.6,1273068838,"[70756101, 2341774069]",300033,512,1500,32,4,relative_to_equal
c034,3,SERIOUS_DEVELOPMENT,V4-J5-Bloom,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,5,362e4c45d949fc0b62cb11f0a4f18e4918cf4dfb41e0690256854202d9b89224,v3_only,1000,0.6,3988167748,"[3890955337, 3692162274]",300034,512,1500,1,4,relative_to_equal
c034,3,SERIOUS_DEVELOPMENT,V4-J5-Bloom,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,5,362e4c45d949fc0b62cb11f0a4f18e4918cf4dfb41e0690256854202d9b89224,v3_fixed_probing,1000,0.6,3988167748,"[3890955337, 3692162274]",300034,512,1500,32,4,relative_to_equal
c034,3,SERIOUS_DEVELOPMENT,V4-J5-Bloom,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,5,362e4c45d949fc0b62cb11f0a4f18e4918cf4dfb41e0690256854202d9b89224,simulator_only_adaptive,1000,0.6,3988167748,"[3890955337, 3692162274]",300034,0,0,32,4,relative_to_equal
c034,3,SERIOUS_DEVELOPMENT,V4-J5-Bloom,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,5,362e4c45d949fc0b62cb11f0a4f18e4918cf4dfb41e0690256854202d9b89224,argos_fixed_budget,1000,0.6,3988167748,"[3890955337, 3692162274]",300034,512,1500,32,4,relative_to_equal
c034,3,SERIOUS_DEVELOPMENT,V4-J5-Bloom,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,5,362e4c45d949fc0b62cb11f0a4f18e4918cf4dfb41e0690256854202d9b89224,argos_early_stop,1000,0.6,3988167748,"[3890955337, 3692162274]",300034,512,1500,32,4,relative_to_equal
c035,3,SERIOUS_DEVELOPMENT,V4-J6-RGL,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,6,fc8cce521bdba70cc3697adacf568fe1b5f01c1e336ff263375e8150c2c82156,v3_only,1000,0.6,1830154466,"[3246703360, 1638558475]",300035,512,1500,1,4,relative_to_equal
c035,3,SERIOUS_DEVELOPMENT,V4-J6-RGL,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,6,fc8cce521bdba70cc3697adacf568fe1b5f01c1e336ff263375e8150c2c82156,v3_fixed_probing,1000,0.6,1830154466,"[3246703360, 1638558475]",300035,512,1500,32,4,relative_to_equal
c035,3,SERIOUS_DEVELOPMENT,V4-J6-RGL,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,6,fc8cce521bdba70cc3697adacf568fe1b5f01c1e336ff263375e8150c2c82156,simulator_only_adaptive,1000,0.6,1830154466,"[3246703360, 1638558475]",300035,0,0,32,4,relative_to_equal
c035,3,SERIOUS_DEVELOPMENT,V4-J6-RGL,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,6,fc8cce521bdba70cc3697adacf568fe1b5f01c1e336ff263375e8150c2c82156,argos_fixed_budget,1000,0.6,1830154466,"[3246703360, 1638558475]",300035,512,1500,32,4,relative_to_equal
c035,3,SERIOUS_DEVELOPMENT,V4-J6-RGL,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,6,fc8cce521bdba70cc3697adacf568fe1b5f01c1e336ff263375e8150c2c82156,argos_early_stop,1000,0.6,1830154466,"[3246703360, 1638558475]",300035,512,1500,32,4,relative_to_equal
c036,3,SERIOUS_DEVELOPMENT,V4-J8-ALL,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,8,21e74d4f1fe5c6907ac564319b9f05f30eea46dd0286badc927428b882c59fef,v3_only,1000,0.6,3983614586,"[2225871745, 2930994372]",300036,512,1500,1,4,relative_to_equal
c036,3,SERIOUS_DEVELOPMENT,V4-J8-ALL,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,8,21e74d4f1fe5c6907ac564319b9f05f30eea46dd0286badc927428b882c59fef,v3_fixed_probing,1000,0.6,3983614586,"[2225871745, 2930994372]",300036,512,1500,32,4,relative_to_equal
c036,3,SERIOUS_DEVELOPMENT,V4-J8-ALL,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,8,21e74d4f1fe5c6907ac564319b9f05f30eea46dd0286badc927428b882c59fef,simulator_only_adaptive,1000,0.6,3983614586,"[2225871745, 2930994372]",300036,0,0,32,4,relative_to_equal
c036,3,SERIOUS_DEVELOPMENT,V4-J8-ALL,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,8,21e74d4f1fe5c6907ac564319b9f05f30eea46dd0286badc927428b882c59fef,argos_fixed_budget,1000,0.6,3983614586,"[2225871745, 2930994372]",300036,512,1500,32,4,relative_to_equal
c036,3,SERIOUS_DEVELOPMENT,V4-J8-ALL,HISTORICAL_V4_COMPOSITION_PLUS_QOS_STRESS,8,21e74d4f1fe5c6907ac564319b9f05f30eea46dd0286badc927428b882c59fef,argos_early_stop,1000,0.6,3983614586,"[2225871745, 2930994372]",300036,512,1500,32,4,relative_to_equal
c037,4,SERIOUS_DEVELOPMENT,J3-TRAIN,CLEAN_STRUCTURAL_J3,3,495f857b2bb938dbb33a88a6acd72d6c5d0cfc2abc268c79d7b6d4115342cb94,v3_only,1000,0.6,2676314693,"[1150682213, 568494695]",300037,512,1500,1,4,relative_to_equal
c037,4,SERIOUS_DEVELOPMENT,J3-TRAIN,CLEAN_STRUCTURAL_J3,3,495f857b2bb938dbb33a88a6acd72d6c5d0cfc2abc268c79d7b6d4115342cb94,v3_fixed_probing,1000,0.6,2676314693,"[1150682213, 568494695]",300037,512,1500,32,4,relative_to_equal
c037,4,SERIOUS_DEVELOPMENT,J3-TRAIN,CLEAN_STRUCTURAL_J3,3,495f857b2bb938dbb33a88a6acd72d6c5d0cfc2abc268c79d7b6d4115342cb94,simulator_only_adaptive,1000,0.6,2676314693,"[1150682213, 568494695]",300037,0,0,32,4,relative_to_equal
c037,4,SERIOUS_DEVELOPMENT,J3-TRAIN,CLEAN_STRUCTURAL_J3,3,495f857b2bb938dbb33a88a6acd72d6c5d0cfc2abc268c79d7b6d4115342cb94,argos_fixed_budget,1000,0.6,2676314693,"[1150682213, 568494695]",300037,512,1500,32,4,relative_to_equal
